,country,age_group,purpose,main_activity,info_source,tour_arrangement,package_accomodation,package_food,package_transport_tz,package_insurance,payment_mode,first_trip_tz,total_cost
199,FRANCE,1-24,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,15580500.0
200,ZAMBIA,25-44,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,4806750.0
201,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,5403450.0
202,UAE,25-44,Business,Mountain climbing,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,No,6630000.0
203,UNITED STATES OF AMERICA,45-64,Meetings and Conference,Cultural tourism,others,Independent,No,No,No,No,Cash,Yes,4143750.0
204,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,No,7034923.0
205,SOUTH AFRICA,45-64,Business,Bird watching,"Friends, relatives",Independent,No,No,No,No,Credit Card,Yes,530400.0
206,FRANCE,45-64,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Credit Card,Yes,24862500.0
207,SOUTH AFRICA,25-44,Business,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,3978000.0
208,GERMANY,45-64,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Cash,Yes,12254382.0
209,SOUTH AFRICA,65+,Business,Diving and Sport Fishing,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,3149250.0
210,UNITED KINGDOM,45-64,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Credit Card,No,20199855.0
211,SOUTH AFRICA,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,330000.0
212,CONGO,25-44,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,505000.0
213,UAE,25-44,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,828750.0
214,NEW ZEALAND,25-44,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,No,Cash,Yes,504000.0
215,UNITED KINGDOM,25-44,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,Cash,Yes,1823250.0
216,SOUTH AFRICA,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,4972500.0
217,SOUTH AFRICA,25-44,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Credit Card,No,1617720.0
218,SOUTH AFRICA,65+,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,828750.0
219,INDIA,45-64,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,2486250.0
220,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,7458750.0
221,ITALY,65+,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,No,Cash,Yes,9304253.0
222,UNITED STATES OF AMERICA,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,Yes,2486250.0
223,MALAWI,25-44,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,No,Cash,No,2486250.0
224,UNITED KINGDOM,25-44,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,8535150.0
225,INDIA,25-44,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,3315000.0
226,UNITED STATES OF AMERICA,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1160250.0
227,GERMANY,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Credit Card,Yes,2269330.0
228,UNITED KINGDOM,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,331500.0
229,BRAZIL,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Credit Card,Yes,27231960.0
230,KENYA,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,No,497250.0
231,SOUTH AFRICA,25-44,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,663000.0
232,SPAIN,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,12867101.1
233,UNITED KINGDOM,1-24,Volunteering,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,635162.0
234,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,15994875.0
235,SPAIN,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,Yes,19890000.0
236,NETHERLANDS,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,86190000.0
237,ITALY,45-64,Leisure and Holidays,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,24862500.0
238,OMAN,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,6630000.0
239,AUSTRALIA,1-24,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,994500.0
240,SWIZERLAND,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Credit Card,No,11271000.0
241,GERMANY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,215475.0
242,EGYPT,45-64,Leisure and Holidays,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,No,994500.0
243,GERMANY,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,20718750.0
244,UNITED STATES OF AMERICA,45-64,Volunteering,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,460000.0
245,KENYA,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,580125.0
246,SWIZERLAND,1-24,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,21961875.0
247,INDIA,45-64,Business,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,828750.0
248,SWEDEN,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,5690100.0
249,UNITED STATES OF AMERICA,65+,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,Yes,6807990.0
250,PORTUGAL,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Credit Card,Yes,6630000.0
251,INDIA,25-44,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,2237625.0
252,KOREA,25-44,Business,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Cash,No,5884125.0
253,GERMANY,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1657500.0
254,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,6630000.0
255,ITALY,25-44,Business,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,994500.0
256,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,No,8884200.0
257,UNITED KINGDOM,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,663000.0
258,UNITED KINGDOM,1-24,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,7112625.0
259,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,1000000.0
260,KENYA,25-44,Meetings and Conference,Bird watching,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,600015.0
261,ITALY,45-64,Other,Wildlife tourism,others,Independent,No,No,No,No,Credit Card,No,994500.0
262,FRANCE,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3315000.0
263,SWEDEN,45-64,Meetings and Conference,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,2486250.0
264,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,52194590.0
265,UGANDA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,828750.0
266,BELGIUM,1-24,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,226933.0
267,SPAIN,25-44,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,3315000.0
268,SOUTH AFRICA,45-64,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,1657500.0
269,UNITED STATES OF AMERICA,25-44,Volunteering,Hunting tourism,others,Independent,No,No,No,No,Cash,No,4143750.0
270,KENYA,65+,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,82875.0
271,CANADA,45-64,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,497250.0
272,FRANCE,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Cash,Yes,9945000.0
273,UNITED STATES OF AMERICA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,2154750.0
274,UNITED STATES OF AMERICA,25-44,Meetings and Conference,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,Credit Card,Yes,150000.0
275,ITALY,45-64,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,2320500.0
276,DENMARK,25-44,Visiting Friends and Relatives,Hunting tourism,inflight magazines,Independent,No,No,No,No,Cash,No,3000000.0
277,SWIZERLAND,45-64,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,Yes,Yes,Yes,No,Cash,Yes,3480750.0
278,UNITED STATES OF AMERICA,25-44,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3406162.5
279,UNITED STATES OF AMERICA,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,828750.0
280,SPAIN,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Credit Card,Yes,38578610.0
281,INDIA,25-44,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Cash,No,7127250.0
282,CANADA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,2486250.0
283,NETHERLANDS,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,No,Credit Card,Yes,28177500.0
284,UNITED STATES OF AMERICA,25-44,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Credit Card,Yes,994500.0
285,GERMANY,25-44,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Credit Card,Yes,4538660.0
286,AUSTRIA,1-24,Volunteering,Cultural tourism,others,Independent,No,No,No,No,Cash,Yes,9945000.0
287,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,1160250.0
288,SPAIN,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,45386600.0
289,UNITED KINGDOM,1-24,Meetings and Conference,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,3315000.0
290,SWAZILAND,25-44,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,15912000.0
291,KENYA,45-64,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,Cash,No,1160250.0
292,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,No,17403750.0
293,OMAN,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,182116.0
294,NORWAY,25-44,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,2486250.0
295,KENYA,25-44,Leisure and Holidays,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,No,60000.0
296,ITALY,65+,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Credit Card,Yes,26520000.0
297,TUNISIA,25-44,Business,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,No,15746250.0
298,UNITED STATES OF AMERICA,65+,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,50000.0
299,UNITED KINGDOM,45-64,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Cash,No,7790250.0
300,UNITED KINGDOM,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,1657500.0
301,UNITED STATES OF AMERICA,25-44,Meetings and Conference,Mountain climbing,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,1491750.0
302,UAE,25-44,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,Cash,Yes,13260000.0
303,UGANDA,25-44,Meetings and Conference,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Cash,Yes,248625.0
304,ZAMBIA,25-44,Scientific and Academic,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,497250.0
305,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,6630000.0
306,SOUTH AFRICA,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,6083025.0
307,SWIZERLAND,25-44,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Package Tour,Yes,No,No,No,Cash,Yes,5304000.0
308,DENMARK,45-64,Leisure and Holidays,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,No,11602500.0
309,KENYA,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,165750.0
310,SOUTH AFRICA,45-64,Meetings and Conference,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Credit Card,Yes,155380.0
311,UNITED STATES OF AMERICA,65+,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Cash,Yes,9945000.0
312,UNITED KINGDOM,25-44,Volunteering,Cultural tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,2845050.0
313,UNITED STATES OF AMERICA,25-44,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,430950.0
314,SOUTH AFRICA,25-44,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,2652000.0
315,GERMANY,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,165750.0
316,SOUTH AFRICA,45-64,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,No,3315000.0
317,KUWAIT,25-44,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3315000.0
318,JAPAN,25-44,Leisure and Holidays,Conference tourism,others,Independent,No,No,No,No,Cash,No,331500.0
319,NETHERLANDS,45-64,Meetings and Conference,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,No,414375.0
320,ZIMBABWE,45-64,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,Cash,Yes,6630000.0
321,UNITED KINGDOM,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,No,1507876.5
322,UNITED KINGDOM,25-44,Volunteering,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,4267575.0
323,ITALY,25-44,Volunteering,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,3063595.5
324,GREECE,25-44,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,2320500.0
325,SPAIN,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,28366625.0
326,UAE,1-24,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Credit Card,Yes,2320500.0
327,FRANCE,25-44,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,No,No,No,Cash,Yes,2000070.0
328,CANADA,25-44,Visiting Friends and Relatives,Wildlife tourism,others,Independent,No,No,No,No,Credit Card,No,1657500.0
329,SOUTH AFRICA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,3563625.0
330,SWIZERLAND,45-64,Meetings and Conference,Mountain climbing,others,Independent,No,No,No,No,Cash,No,794265.5
331,UAE,25-44,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1657500.0
332,UAE,25-44,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,3315000.0
333,CHINA,25-44,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Credit Card,Yes,1160250.0
334,UNITED STATES OF AMERICA,25-44,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,5038800.0
335,UNITED KINGDOM,25-44,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,712725.0
336,UNITED STATES OF AMERICA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,19227000.0
337,ITALY,1-24,Leisure and Holidays,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,Cash,No,4538660.0
338,SPAIN,25-44,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,248625.0
339,SOUTH AFRICA,25-44,Leisure and Holidays,business,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,82875.0
340,SWIZERLAND,25-44,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Credit Card,Yes,1657500.0
341,CHINA,25-44,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,2767440.0
342,AUSTRALIA,25-44,Volunteering,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,Cash,Yes,1969112.5
343,INDIA,25-44,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,1657500.0
344,ZAMBIA,25-44,Business,Wildlife tourism,others,Independent,No,No,No,No,Cash,No,1243125.0
345,ZIMBABWE,45-64,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,Cash,Yes,6630000.0
346,UNITED KINGDOM,25-44,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,1500000.0
347,SOUTH AFRICA,1-24,Scientific and Academic,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,Cash,Yes,1553800.0
348,CANADA,1-24,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Cash,Yes,6132750.0
349,SOUTH AFRICA,25-44,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,Cash,Yes,497250.0
350,UAE,25-44,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,Cash,No,3315000.0
351,AUSTRALIA,25-44,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,Cash,Yes,82875.0
352,GERMANY,25-44,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,Cash,Yes,22693300.0
353,UNITED KINGDOM,1-24,Leisure and Holidays,Wildlife tourism,inflight magazines,Independent,No,No,No,No,Cash,Yes,364650.0
354,CANADA,25-44,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Independent,Yes,Yes,Yes,No,Cash,No,3315000.0
355,NEW ZEALAND,45-64,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Cash,Yes,51548250.0
